1993636,1993632
1991559,1991554
1989705,1989698
1989705,1989697
1986632,1986628
1985824,1985819
1985311,1985301
1980822,1980816
1979455,1979450
1979455,1979445
1973043,1973040
1973043,1973038
1967254,1967253
1967043,1967037
1953564,1953556
1949739,1949738
1947708,1947699
1939273,1939271
1935606,1935597
1925764,1925760
1925734,1925730
1920135,1920126
1914952,1914950
1883058,1883057
1883058,1883051
1880563,1880557
1879564,1879556
1879564,1879555
1864284,1864275
1863191,1863185
1850178,1850175
1847818,1847817
1836222,1836214
1835781,1835776
1835548,1835545
1835548,1835539
1834155,1834147
1828181,1828178
1823840,1823839
1821017,1821008
1798443,1798435
1796355,1796347
1788983,1788977
1768024,1768022
1765433,1765425
1759021,1759017
1758819,1758816
1748960,1748957
1748557,1748550
1742772,1742770
1730279,1730272
1727973,1727965
1726814,1726810
1720519,1720516
1711768,1711764
1701954,1701953
1699914,1699912
1691009,1691006
1691009,1691002
1691009,1690999
1690214,1690211
1689788,1689786
1688682,1688679
1686509,1686505
1683712,1683703
1671140,1671137
1670694,1670692
1667932,1667923
1664220,1664210
1658284,1658282
1651619,1651611
1650190,1650185
1631213,1631210
1630661,1630656
1626397,1626393
1619634,1619632
1619589,1619585
1617847,1617843
1615237,1615235
1612076,1612069
1612076,1612066
1602301,1602296
1591967,1591966
1590522,1590521
1577447,1577438
1573138,1573132
1568035,1568033
1556597,1556589
1549431,1549428
1544793,1544783
1543082,1543072
1524081,1524076
1524081,1524073
1523834,1523832
1522511,1522507
1521058,1521057
1521058,1521054
1517310,1517301
1517175,1517172
1516402,1516393
1516062,1516057
1515670,1515661
1513739,1513736
1509643,1509634
1506554,1506545
1505516,1505512
1504059,1504051
1500474,1500469
1493065,1493057
1486042,1486041
1469717,1469711
1463308,1463303
1461307,1461301
1461307,1461299
1457158,1457148
1431974,1431973
1421497,1421487
1406813,1406810
1406390,1406388
1388376,1388372
1374345,1374338
1372362,1372352
1369807,1369804
1368826,1368819
1366743,1366734
1358847,1358841
1355266,1355265
1352042,1352035
1352042,1352034
1343548,1343546
1338639,1338636
1333139,1333130
1329965,1329960
1328865,1328857
1326375,1326368
1323612,1323605
1323612,1323602
1312033,1312028
1310802,1310798
1299547,1299544
1298140,1298138
1294956,1294953
1291930,1291920
1290678,1290674
1290678,1290673
1278412,1278404
1273291,1273285
1273291,1273281
1268685,1268679
1256272,1256270
1251653,1251646
1242386,1242376
1216813,1216807
1208419,1208417
1200508,1200506
1200508,1200505
1167959,1167950
1158923,1158915
1155031,1155025
1152266,1152258
1148748,1148740
1142065,1142058
1134557,1134554
1120014,1120009
1119595,1119593
1119018,1119009
1113979,1113975
1105381,1105374
1105336,1105334
1065500,1065496
1065164,1065159
1064004,1064003
1058729,1058726
1058729,1058719
1046504,1046501
1041878,1041869
1034178,1034176
1034178,1034174
1034178,1034172
1033198,1033197
1033198,1033188
1030455,1030446
1029945,1029938
1027755,1027753
1023183,1023180
1017942,1017932
1015154,1015145
1004359,1004354
1003383,1003381
1002300,1002291
1002019,1002015
999062,999061
998927,998924
978958,978955
977796,977793
973223,973216
973223,973213
967119,967114
967119,967110
967119,967109
957209,957207
942475,942470
927963,927962
927963,927953
927018,927017
925008,925005
917252,917244
904012,904011
901480,901477
900446,900442
895516,895507
894244,894241
893587,893584
891436,891430
889208,889199
887188,887180
886364,886363
885684,885675
883114,883111
883100,883090
877586,877581
877516,877513
875941,875933
875360,875354
873618,873612
871705,871698
859908,859907
857293,857290
852854,852845
839329,839320
834383,834382
834383,834380
832518,832510
821777,821774
811783,811782
806976,806967
797839,797833
797244,797243
794259,794258
777398,777393
773019,773015
770872,770863
768404,768394
767188,767183
766217,766216
760520,760512
755988,755982
754125,754122
743633,743628
727381,727380
726943,726939
719777,719776
719777,719771
708391,708386
666910,666905
666910,666904
662223,662217
660944,660936
657741,657731
655464,655454
655398,655393
654011,654009
648137,648135
641585,641578
634916,634907
632756,632754
632756,632750
619618,619616
619602,619594
610128,610120
609140,609133
597111,597107
591845,591837
586001,585994
573316,573314
565795,565790
562743,562736
557777,557768
536515,536514
527896,527894
523172,523164
513345,513338
510020,510013
507940,507937
500001,499993
499644,499642
495794,495790
475515,475508
475515,475507
470962,470952
459706,459698
459025,459024
455603,455597
451047,451045
447699,447690
440011,440006
431071,431066
429012,429010
419781,419773
411712,411709
409474,409468
407240,407238
405527,405524
396657,396647
378178,378177
371089,371085
366277,366273
359290,359285
354504,354500
351731,351726
346628,346627
345740,345732
330985,330982
323953,323944
323036,323035
310097,310087
307574,307571
306449,306448
306078,306074
300001,299996
294163,294153
286840,286833
269302,269300
266475,266471
251911,251908
240050,240048
233166,233158
229375,229373
226531,226529
219413,219411
215939,215938
197124,197119
197124,197117
194817,194807
190355,190348
182089,182088
174362,174353
171700,171694
171383,171380
169642,169638
152293,152283
147840,147832
126952,126950
117967,117957
107682,107680
90349,90345
81251,81244
77784,77776
77201,77193
71495,71491
68832,68824
67056,67051
62257,62250
59087,59083
57703,57693
55220,55213
42681,42671
38402,38396
34324,34315
34211,34205
30989,30983
17102,17097
13008,12999
